,IPO Date,Symbol,Name,IPO Price,IPO Open Price,Shares Outstanding,IPO Market Capitalization,Volume Traded on Opening Day,No. of Employees,Currency,CPI Seasonally Adj,IPO + 1wk,Close Price,Price Change,Price Change 2,Price Up?,diff_exp
557,"Mar 25, 2021",VZIO,VIZIO Holding,21.00,11.50,85079223,978411064.5,7458538,527,USD,263.161,2021-04-01,24.31,6.81,2.1139130434782607,1,9.5
558,"Mar 25, 2021",SEMR,SEMrush Holdings,14.00,4.00,10000000,40000000,5852611,980,USD,263.161,2021-04-01,12.78,1.28,3.195,1,10.0
559,"Mar 25, 2021",EEIQ,Elite Education Group International,8.00,23.265212399540758,8688000,6463929782.578601,325639,28,USD,263.161,2021-04-01,11.91,7.91,0.5119231148835374,0,15.265212399540758
560,"Mar 25, 2021",LCA,Landcadia Holdings IV,10.00,30.10,186941870.98237368,6463929782.578601,8826445.560271332,5,NA,263.161,2021-04-01,23.953031001000927,0.5907954770386102,0.7957817608305955,0,20.1
561,"Mar 25, 2021",OLK,Olink Holding AB (publ),20.00,15.80,119007062,1880311579.6,6251630,214,USD,263.161,2021-04-01,37.2,7.1,2.3544303797468356,1,4.199999999999999
562,"Mar 25, 2021",CRCT,Cricut,20.00,13.88,15314903,212570853.64,7456727,640,USD,263.161,2021-04-01,20,4.2,1.440922190201729,1,6.119999999999999
563,"Mar 25, 2021",DSEY,Diversey Holdings,15.00,23.265212399540758,304008357,6463929782.578601,16136932,8500,USD,263.161,2021-04-01,14.77,0.889999999999999,0.6348534346624556,0,8.265212399540758
564,"Mar 25, 2021",MSDA,MSD Acquisition,10.00,27.00,186941870.98237368,6463929782.578601,8826445.560271332,2,NA,263.161,2021-04-01,23.953031001000927,0.5907954770386102,0.8871492963333677,0,17.0
565,"Mar 26, 2021",EWTX,Edgewise Therapeutics,16.00,8.05,47567048,382914736.4,1959057,19,USD,263.161,2021-04-02,30.01,3.01,3.727950310559006,1,7.949999999999999
566,"Mar 26, 2021",ZH,Zhihu,9.50,19.05,561505368,10696677260.4,22019126,1651,CNY,263.161,2021-04-02,8.99,0.94,0.47191601049868764,0,9.55
567,"Mar 26, 2021",ALHC,Alignment Healthcare,18.00,11.13,187273782,2084357193.66,5326988,775,USD,263.161,2021-04-02,23.2,4.15,2.0844564240790655,1,6.869999999999999
568,"Mar 26, 2021",HYW,Hywin Holdings,10.00,24.00,28000000,672000000,2134025,2436,CNY,263.161,2021-04-02,9.63,-1.5,0.40125000000000005,0,14.0
569,"Mar 26, 2021",IKNA,Ikena Oncology,16.00,28.00,30121128,843391584,2507760,33,USD,263.161,2021-04-02,26,2,0.9285714285714286,0,12.0
570,"Mar 26, 2021",DSGN,Design Therapeutics,20.00,18.25,53817322,982166126.5,2586974,20,USD,263.161,2021-04-02,29.75,1.75,1.63013698630137,1,1.75
571,"Mar 26, 2021",TDUP,ThredUp,14.00,9.82,12000000,117840000,4919440,1862,USD,263.161,2021-04-02,23.97,5.72,2.440936863543788,1,4.18
572,"Mar 30, 2021",TWOA,two,10.00,39.00,20000000,780000000,6129103,3,NA,263.161,2021-04-06,9.95,0.129999999999999,0.2551282051282051,0,29.0
573,"Mar 31, 2021",COUR,Coursera,33.00,18.00,130271466,2344886388,10361287,779,USD,263.161,2021-04-07,58,19,3.2222222222222223,1,15.0
574,"Mar 31, 2021",ACHL,Achilles Therapeutics,18.00,23.265212399540758,40621751,6463929782.578601,2110841,159,USD,263.161,2021-04-07,15.61,-2.39,0.6709588432688511,0,5.265212399540758
575,"Mar 31, 2021",MBTC,Nocturne Acquisition,10.00,10.00,186941870.98237368,6463929782.578601,8826445.560271332,2,NA,263.161,2021-04-07,23.953031001000927,0.5907954770386102,2.395303100100093,1,0.0
576,"Apr 1, 2021",EM,Smart Share Global,8.50,23.265212399540758,249436073,6463929782.578601,8789939,5100,CNY,264.793,2021-04-08,8.25,-1.75,0.35460669166995656,0,14.765212399540758
577,"Apr 1, 2021",KARO,Karooooo,47.52,21.25,21382894,454386497.5,755138,2999,ZAR,264.793,2021-04-08,35.5,6.75,1.6705882352941177,1,26.270000000000003
578,"Apr 1, 2021",COMP,Compass,18.00,23.265212399540758,365008950,6463929782.578601,13577628,2702,USD,264.793,2021-04-08,16.81,-4.44,0.7225379984208448,0,5.265212399540758
579,"Apr 6, 2021",ACBA,Ace Global Business Acquisition,10.00,11.40,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,264.793,2021-04-13,23.953031001000927,0.5907954770386102,2.101143070263239,1,1.4000000000000004
580,"Apr 6, 2021",UTME,UTime,4.00,10.00,8267793,82677930,1776683,221,CNY,264.793,2021-04-13,54,42.6,5.4,1,6.0
581,"Apr 7, 2021",PANA,Panacea Acquisition II,10.00,23.265212399540758,15000000,6463929782.578601,2755851,5,NA,264.793,2021-04-14,9.97,-0.029999999999999,0.42853681405448085,0,13.265212399540758
582,"Apr 8, 2021",TIOA,Tio Tech A,10.00,15.30,186941870.98237368,6463929782.578601,8826445.560271332,2,NA,264.793,2021-04-15,23.953031001000927,0.5907954770386102,1.5655575817647664,1,5.300000000000001
583,"Apr 9, 2021",RPHM,Reneo Pharmaceuticals,15.00,10.10,24210699,244528059.9,2261736,29,USD,264.793,2021-04-16,13,-2.3,1.2871287128712872,1,4.9
584,"Apr 9, 2021",TPGS,TPG Pace Solutions,10.00,22.82,25000000,570500000,2499892,3,NA,264.793,2021-04-16,10.14,0.040000000000001,0.44434706397896584,0,12.82
585,"Apr 9, 2021",VECT,VectivBio Holding AG,17.00,23.265212399540758,34014593,6463929782.578601,5357273,3279.859413202934,USD,264.793,2021-04-16,16.12,-6.7,0.6928799842084485,0,6.265212399540758
586,"Apr 9, 2021",ADF,Aldel Financial,10.00,10.10,186941870.98237368,6463929782.578601,8826445.560271332,2,NA,264.793,2021-04-16,23.953031001000927,0.5907954770386102,2.371587227821874,1,0.09999999999999964
587,"Apr 14, 2021",YTPG,TPG Pace Beneficial II,10.00,41.26,35000000,1444100000,2186797,3279.859413202934,NA,264.793,2021-04-21,10.16,0.060000000000001,0.24624333494910328,0,31.259999999999998
588,"Apr 14, 2021",ALKT,Alkami Technology,30.00,381.00,83135445,31674604545,5737366,609,USD,264.793,2021-04-21,42.05,0.789999999999999,0.11036745406824146,0,351.0
589,"Apr 14, 2021",COIN,Coinbase Global,250.00,10.12,21035491,212879168.92,81065746,1249,USD,264.793,2021-04-21,311.92,-69.08,30.82213438735178,1,239.88
590,"Apr 14, 2021",TCVA,TCV Acquisition,10.00,40.48,35000000,1416800000,6484565,3279.859413202934,NA,264.793,2021-04-21,10.49,0.370000000000001,0.2591403162055336,0,30.479999999999997
591,"Apr 15, 2021",TSP,TuSimple Holdings,40.00,22.00,188192382,4140119488.5708,23695530,980,USD,264.793,2021-04-22,38.05,-2.43,1.7295454545454545,1,18.0
592,"Apr 15, 2021",EBET,Esports Technologies,6.00,23.265212399540758,13048769,6463929782.578601,6126185,17,USD,264.793,2021-04-22,21.6,-0.3994,0.9284247927358864,0,17.265212399540758
593,"Apr 15, 2021",KRT,Karat Packaging,16.00,70.00,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,264.793,2021-04-22,23.953031001000927,0.5907954770386102,0.3421861571571561,0,54.0
594,"Apr 15, 2021",APP,AppLovin,80.00,28.25,210033746,5933453324.5,11444403,902,USD,264.793,2021-04-22,62.1,-7.9,2.1982300884955754,1,51.75
595,"Apr 15, 2021",AGL,agilon health,23.00,20.40,384021560,7834039824,14524184,552,USD,264.793,2021-04-22,30.75,2.5,1.5073529411764708,1,2.6000000000000014
596,"Apr 16, 2021",BMEA,Biomea Fusion,17.00,26.00,28767867,747964542,3590103,12,USD,264.793,2021-04-23,16.8,-3.6,0.6461538461538462,0,9.0
597,"Apr 16, 2021",AKYA,Akoya Biosciences,20.00,30.00,35689344,1070680320,3803998,169,USD,264.793,2021-04-23,22.35,-3.65,0.745,0,10.0
598,"Apr 16, 2021",RXRX,Recursion Pharmaceuticals,18.00,3.60,152687244,549674078.4,5687264,218,USD,264.793,2021-04-23,29.85,-0.149999999999999,8.291666666666666,1,14.4
599,"Apr 20, 2021",TRKA,Troika Media Group,4.50,7.05,38823681,273706951.05,9060448,98,USD,264.793,2021-04-27,3.0096,-0.5904,0.4268936170212766,0,2.55
600,"Apr 20, 2021",IFBD,"Infobird Co.,",4.00,65.50,25250000,1653875000,8427585,305,USD,264.793,2021-04-27,4.33,-2.72,0.06610687022900763,0,61.5
601,"Apr 21, 2021",PATH,UiPath,56.00,15.50,436700983,6768865236.5,23791556,2863,USD,264.793,2021-04-28,75.41,9.91,4.865161290322581,1,40.5
602,"Apr 21, 2021",SKYT,SkyWater Technology,14.00,35.00,38015743,1330551005,7199827,500,USD,264.793,2021-04-28,18.62,3.12,0.532,0,21.0
603,"Apr 21, 2021",DV,DoubleVerify Holdings,27.00,40.31,155329550,6261334160.5,10062366,647,USD,264.793,2021-04-28,34.24,-0.759999999999998,0.8494170181096502,0,13.310000000000002
604,"Apr 22, 2021",ZY,Zymergen,31.00,19.95,97940901,1953920974.95,5323184,762,USD,264.793,2021-04-29,48.42,8.11,2.4270676691729327,1,11.05
605,"Apr 22, 2021",KNBE,KnowBe4,16.00,23.25,9814704,228191868,6202673,1014,USD,264.793,2021-04-29,23.78,3.83,1.0227956989247313,1,7.25
606,"Apr 22, 2021",NPCE,NeuroPace,17.00,16.05,22928274,367998797.7,4141269,153,USD,264.793,2021-04-29,24.85,1.6,1.5482866043613708,1,0.9499999999999993
607,"Apr 23, 2021",AGTI,Agiliti,14.00,22.10,125299085,2769109778.5,987157.888888889,3852,USD,264.793,2021-04-30,15.39,-0.66,0.6963800904977375,0,8.100000000000001
608,"Apr 23, 2021",RAIN,Rain Therapeutics,17.00,24.45,18241690,446009320.5,4425591,17,USD,264.793,2021-04-30,16.37,-5.73,0.6695296523517383,0,7.449999999999999
609,"Apr 23, 2021",TMCI,Treace Medical Concepts,17.00,15.31,50462787,772585268.97,5224724,133,USD,264.793,2021-04-30,31.36,6.91,2.04833442194644,1,1.6899999999999995
610,"Apr 23, 2021",IMPL,Impel NeuroPharma,15.00,24.70,19414834,479546399.8,2998638,64,USD,264.793,2021-04-30,15.2,-0.110000000000001,0.6153846153846154,0,9.7
611,"Apr 23, 2021",SWIM,Latham Group,19.00,15.21,120409271,1831425011.91,8264031,2175,USD,264.793,2021-04-30,26,1.3,1.7094017094017093,1,3.789999999999999
612,"Apr 28, 2021",FTCI,FTC Solar,13.00,27.00,85060315,2296628505,8837651,207,USD,264.793,2021-05-05,12.77,-2.44,0.472962962962963,0,14.0
613,"Apr 29, 2021",EDR,Endeavor Group Holdings,24.00,11.90,253750271,3019628224.9,15962510,6400,USD,264.793,2021-05-06,28.69,1.69,2.410924369747899,1,12.1
614,"Apr 29, 2021",AVAH,Aveanna Healthcare Holdings,12.00,23.265212399540758,180164184,6463929782.578601,12116251,42000,USD,264.793,2021-05-06,11.5,-0.4,0.4943002368732728,0,11.265212399540758
615,"Apr 29, 2021",BSKY,Big Sky Growth Partners,10.00,30.00,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,264.793,2021-05-06,23.953031001000927,0.5907954770386102,0.7984343667000309,0,20.0
616,"Apr 29, 2021",PRVA,Privia Health Group,23.00,23.265212399540758,102785817,6463929782.578601,10102884,559,USD,264.793,2021-05-06,32.81,2.81,1.4102600671140941,1,0.2652123995407578
617,"Apr 29, 2021",TUGC,TradeUP Global,10.00,9.94,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,264.793,2021-05-06,23.953031001000927,0.5907954770386102,2.4097616701208175,1,0.0600000000000005
618,"Apr 30, 2021",IACC,ION Acquisition 3,10.00,18.21,22000000,400620000,4532785,3279.859413202934,NA,264.793,2021-05-07,9.93,-0.01,0.5453047775947282,0,8.21
619,"Apr 30, 2021",HOWL,Werewolf Therapeutics,16.00,13.62,27539359,375086069.58,3452480,28,USD,264.793,2021-05-07,14.25,-3.96,1.0462555066079295,1,2.380000000000001
620,"Apr 30, 2021",VACC,Vaccitech,17.00,23.265212399540758,34064345,6463929782.578601,3509013,48,USD,264.793,2021-05-07,13.53,-0.09,0.5815549743387287,0,6.265212399540758
621,"May 4, 2021",VLAT,Valor Latitude Acquisition,10.00,3.60,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,266.832,2021-05-11,23.953031001000927,0.5907954770386102,6.653619722500257,1,6.4
622,"May 4, 2021",ALF,"ALFI, Inc.",4.15,23.25,11795493,274245212.25,4573147,21,USD,266.832,2021-05-11,4.18,0.58,0.17978494623655913,0,19.1
623,"May 5, 2021",FSBC,Five Star Bancorp,20.00,21.23,16265273,345311745.79,2211284,144,USD,266.832,2021-05-12,24.79,1.54,1.167687235044748,1,1.2300000000000004
624,"May 5, 2021",HNST,The Honest Company,16.00,23.265212399540758,90518137,6463929782.578601,14990219,191,USD,266.832,2021-05-12,15.45,-5.78,0.6640816225819186,0,7.265212399540758
625,"May 5, 2021",MAQC,Maquia Capital Acquisition,10.00,210.47,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,266.832,2021-05-12,23.953031001000927,0.5907954770386102,0.11380734071839657,0,200.47
626,"May 6, 2021",VALN,Valneva SE,26.41,17.21,4384362,75454870.02,17949.4126984127,3588,CHF,266.832,2021-05-13,205.75221234,-4.71877402079997,11.955387120278907,1,9.2
627,"May 7, 2021",TALS,Talaris Therapeutics,17.00,11.21,40086910,449374261.1,2937415,82,USD,266.832,2021-05-14,13.83,-3.38,1.2337198929527207,1,5.789999999999999
628,"May 7, 2021",OG,Onion Global,7.25,10.25,89248810,914800302.5,2416581,796,CNY,266.832,2021-05-14,6.35,-4.86,0.6195121951219512,0,3.0
629,"May 7, 2021",WDH,Waterdrop,12.00,23.265212399540758,394126529,6463929782.578601,9981626,4291,CNY,266.832,2021-05-14,8.18,-2.07,0.3515979076194236,0,11.265212399540758
630,"May 7, 2021",DKDCA,Data Knights Acquisition,10.00,14.00,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,266.832,2021-05-14,23.953031001000927,0.5907954770386102,1.7109307857857805,1,4.0
631,"May 7, 2021",BWMN,Bowman Consulting Group,14.00,7.48,9464625,70795395,2471446,750,USD,266.832,2021-05-14,13.83,-0.17,1.8489304812834224,1,6.52
632,"May 7, 2021",ANEB,Anebulo Pharmaceuticals,7.00,23.265212399540758,23266343,6463929782.578601,1314779,3,USD,266.832,2021-05-14,7.03,-0.45,0.3021678839320963,0,16.265212399540758
633,"May 7, 2021",BRIV,B. Riley Principal 250 Merger,10.00,5.69,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,266.832,2021-05-14,23.953031001000927,0.5907954770386102,4.209671529174152,1,4.31
634,"May 11, 2021",FLGC,Flora Growth,5.00,24.26,42023753,1019496247.78,3640731,44,USD,266.832,2021-05-18,3.32,-2.37,0.1368507831821929,0,19.26
635,"May 12, 2021",GLBE,Global-E Online,25.00,5.96,142236913,847732001.48,10453599,289,USD,266.832,2021-05-19,28.37,4.11,4.76006711409396,1,19.04
636,"May 12, 2021",IPW,iPower,5.00,20.76,24964496,518262936.96,3848400,27,USD,266.832,2021-05-19,5.09,-0.87,0.24518304431599228,0,15.760000000000002
637,"May 12, 2021",SMWB,Similarweb,22.00,23.265212399540758,74288156,6463929782.578601,5663349,691,USD,266.832,2021-05-19,21.29,0.529999999999998,0.9151001776549545,0,1.2652123995407578
638,"May 13, 2021",ORIA,Orion Biotech Opportunities,10.00,18.26,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,266.832,2021-05-20,23.953031001000927,0.5907954770386102,1.3117760679628108,1,8.260000000000002
639,"May 14, 2021",EJH,E-Home Household Service Holdings,0.00,23.265212399540758,33555556,6463929782.578601,1657436,384,USD,266.832,2021-05-21,29.5,11.24,1.2679875641531781,1,23.265212399540758
640,"May 14, 2021",ARTA,Artisan Acquisition,10.00,4.14,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,266.832,2021-05-21,23.953031001000927,0.5907954770386102,5.785756280435007,1,5.86
641,"May 14, 2021",DBGI,Digital Brands Group,4.15,23.265212399540758,10492739,6463929782.578601,4911115,9,USD,266.832,2021-05-21,3.05,-1.09,0.1310970193446506,0,19.11521239954076
642,"May 14, 2021",OSI,Osiris Acquisition,10.00,11.89,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,266.832,2021-05-21,23.953031001000927,0.5907954770386102,2.014552649369296,1,1.8900000000000006
643,"May 14, 2021",VERA,Vera Therapeutics,11.00,23.265212399540758,20170072,6463929782.578601,646279,12,USD,266.832,2021-05-21,19.75,7.86,0.8489069285432294,0,12.265212399540758
644,"May 18, 2021",MCAE,Mountain Crest Acquisition III,10.00,46.88,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,266.832,2021-05-25,23.953031001000927,0.5907954770386102,0.5109434940486546,0,36.88
645,"May 18, 2021",JZXN,Jiuzi Holdings,5.00,48.00,20200000,969600000,592291,20,USD,266.832,2021-05-25,9.64,-37.24,0.20083333333333334,0,43.0
646,"May 19, 2021",SQSP,Squarespace,50.00,23.265212399540758,71224389,6463929782.578601,5471014,1261,USD,266.832,2021-05-26,54.93,6.93,2.3610358270825107,1,26.734787600459242
647,"May 19, 2021",GIW,GigInternational1,10.00,84.00,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,266.832,2021-05-26,23.953031001000927,0.5907954770386102,0.28515513096429673,0,74.0
648,"May 20, 2021",PCOR,Procore Technologies,67.00,22.12,128134774,2834341200.88,8753751,2063,USD,266.832,2021-05-27,82.3,-1.7,3.7206148282097646,1,44.879999999999995
649,"May 20, 2021",OTLY,Oatly Group AB,17.00,23.265212399540758,591835216,6463929782.578601,43594023,792,USD,266.832,2021-05-27,22.12,0,0.9507757599684169,0,6.265212399540758
650,"May 21, 2021",GFOR,Graf Acquisition IV,10.00,10.00,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,266.832,2021-05-28,23.953031001000927,0.5907954770386102,2.395303100100093,1,0.0
651,"May 25, 2021",FWAC,Fifth Wall Acquisition III,10.00,28.76,25000000,719000000,4646882,3279.859413202934,NA,266.832,2021-06-01,10,0,0.3477051460361613,0,18.76
652,"May 26, 2021",PAY,Paymentus Holdings,21.00,23.265212399540758,12380950,6463929782.578601,5508588,916,USD,266.832,2021-06-02,33.5,4.74,1.4399180813264902,1,2.265212399540758
653,"May 26, 2021",PSPC,Post Holdings Partnering,10.00,20.00,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,266.832,2021-06-02,23.953031001000927,0.5907954770386102,1.1976515500500464,1,10.0
654,"May 26, 2021",ZIP,ZipRecruiter,18.00,34.00,73800000,2509200000,16606297,772,USD,266.832,2021-06-02,23.8,3.8,0.7000000000000001,0,16.0
655,"May 26, 2021",FLYW,Flywire,24.00,10.00,95552181,955521810,7719190,473,USD,266.832,2021-06-02,32.54,-1.46,3.254,1,14.0
656,"May 26, 2021",DYNS,Dynamics Special Purpose,10.00,23.265212399540758,20655500,6463929782.578601,1913914,3279.859413202934,NA,266.832,2021-06-02,9.99,-0.01,0.4293964666403474,0,13.265212399540758
657,"May 26, 2021",EGGF,EG Acquisition,10.00,29.00,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,266.832,2021-06-02,23.953031001000927,0.5907954770386102,0.8259665862414113,0,19.0
658,"May 27, 2021",OMIC,Singular Genomics Systems,22.00,28.30,69382349,1963520476.7,4759744,138,USD,266.832,2021-06-03,27.73,-1.27,0.9798586572438163,0,6.300000000000001
659,"May 27, 2021",FIGS,"FIGS, Inc.",22.00,25.00,147587495,3689687375,13079018,202,USD,266.832,2021-06-03,31.77,3.47,1.2708,1,3.0
660,"May 27, 2021",DAWN,Day One Biopharmaceuticals,16.00,23.265212399540758,60428939,6463929782.578601,1961923,20,USD,266.832,2021-06-03,19,-6,0.8166699565732333,0,7.265212399540758
661,"May 28, 2021",OTEC,OceanTech Acquisitions I,10.00,20.25,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,266.832,2021-06-04,23.953031001000927,0.5907954770386102,1.1828657284444901,1,10.25
662,"May 28, 2021",CNTA,Centessa Pharmaceuticals,20.00,31.00,87424419,2710156989,3830375,3279.859413202934,NA,266.832,2021-06-04,22.83,2.58,0.7364516129032258,0,11.0
663,"Jun 3, 2021",DLO,DLocal,21.00,23.265212399540758,144222131,6463929782.578601,15482741,365,USD,268.551,2021-06-10,32.04,1.04,1.3771634425582313,1,2.265212399540758
664,"Jun 8, 2021",SPK,SPK Acquisition,10.00,16.13,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,268.551,2021-06-15,23.953031001000927,0.5907954770386102,1.4849988221327295,1,6.129999999999999
665,"Jun 8, 2021",ZME,Zhangmen Education,11.50,9.90,157670373,1560936692.7,2080546,18522,CNY,268.551,2021-06-15,13.6,-2.53,1.3737373737373737,1,1.5999999999999996
666,"Jun 9, 2021",ISAA,Iron Spark I,10.00,23.265212399540758,16090000,6463929782.578601,2660240,3279.859413202934,NA,268.551,2021-06-16,9.95,0.049999999999999,0.4276771614686143,0,13.265212399540758
667,"Jun 9, 2021",SMIH,Summit Healthcare Acquisition,10.00,32.75,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,268.551,2021-06-16,23.953031001000927,0.5907954770386102,0.7313902595725473,0,22.75
668,"Jun 9, 2021",MQ,Marqeta,27.00,23.265212399540758,45454546,6463929782.578601,29495321,509,USD,268.551,2021-06-16,29.97,-2.78,1.288189399921042,1,3.734787600459242
669,"Jun 9, 2021",GACQ,Global Consumer Acquisition,10.00,23.265212399540758,186941870.98237368,6463929782.578601,8826445.560271332,1,NA,268.551,2021-06-16,23.953031001000927,0.5907954770386102,1.0295642519676178,1,13.265212399540758
670,"Jun 9, 2021",CLBR,Colombier Acquisition,10.00,9.01,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,268.551,2021-06-16,23.953031001000927,0.5907954770386102,2.658494006770358,1,0.9900000000000002
671,"Jun 10, 2021",ZETA,Zeta Global Holdings,10.00,23.265212399540758,153514410,6463929782.578601,10571219,1296,USD,268.551,2021-06-17,8.26,-0.75,0.3550365179628898,0,13.265212399540758
672,"Jun 10, 2021",BSGA,Blue Safari Group Acquisition,10.00,21.50,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,268.551,2021-06-17,23.953031001000927,0.5907954770386102,1.1140944651628337,1,11.5
673,"Jun 10, 2021",DIBS,1stdibs.com,20.00,20.00,36596025,731920500,5480966,309,USD,268.551,2021-06-17,24,2.5,1.2,1,0.0
674,"Jun 10, 2021",LFST,Lifestance Health Group,18.00,173.15,373648648,64697263401.2,16417077,4915,NA,268.551,2021-06-17,26,6,0.15015882183078255,0,155.15
675,"Jun 10, 2021",MNDY,monday.com,155.00,27.55,43559876,1200074583.8,2378176,799,USD,268.551,2021-06-17,219.86,46.71,7.980399274047187,1,127.45
676,"Jun 11, 2021",TASK,TaskUs,23.00,34.00,13200000,448800000,7449713,27500,USD,268.551,2021-06-18,29.11,1.56,0.8561764705882353,0,11.0
677,"Jun 11, 2021",JANX,Janux Therapeutics,17.00,23.265212399540758,39901510,6463929782.578601,2386515,20,USD,268.551,2021-06-18,19.68,-14.32,0.8458981444926964,0,6.265212399540758
678,"Jun 11, 2021",LITT,Logistics Innovation Technologies,10.00,33.50,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,268.551,2021-06-18,23.953031001000927,0.5907954770386102,0.715015850776147,0,23.5
679,"Jun 11, 2021",BZ,Kanzhun,19.00,23.265212399540758,399950075,6463929782.578601,16812432,3388,CNY,268.551,2021-06-18,38,4.5,1.6333399131464665,1,4.265212399540758
680,"Jun 11, 2021",HCNE,JAWS Hurricane Acquisition,10.00,23.265212399540758,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,268.551,2021-06-18,23.953031001000927,0.5907954770386102,1.0295642519676178,1,13.265212399540758
681,"Jun 11, 2021",LAAA,Lakeshore Acquisition I,10.00,29.00,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,268.551,2021-06-18,23.953031001000927,0.5907954770386102,0.8259665862414113,0,19.0
682,"Jun 15, 2021",ALZN,Alzamend Neuro,5.00,23.265212399540758,84929525,6463929782.578601,5127141,6,USD,268.551,2021-06-22,8.4,-20.6,0.3610540860639558,0,18.265212399540758
683,"Jun 16, 2021",ZT,Zimmer Energy Transition Acquisition,10.00,31.25,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,268.551,2021-06-23,23.953031001000927,0.5907954770386102,0.7664969920320297,0,21.25
684,"Jun 16, 2021",WKME,WalkMe,31.00,25.57,82652098,2113511873.45272,6176688,940,USD,268.551,2021-06-23,30.2,-1.05,1.181071568244036,1,5.43
685,"Jun 16, 2021",MOLN,Molecular Partners AG,21.25,30.01,29146992,874701229.92,42637.4262295082,3279.859413202934,CHF,268.551,2021-06-23,19.59119703,-5.979985367,0.6528222935688104,0,8.760000000000002
686,"Jun 17, 2021",VERV,Verve Therapeutics,19.00,6.27,46110444,289112483.88,4168693,70,USD,268.551,2021-06-24,36.39,6.38,5.803827751196173,1,12.73
687,"Jun 17, 2021",ISPC,iSpecimen,8.00,18.75,6492536,121735050,1912336,46,USD,268.551,2021-06-24,6.31,0.04,0.3365333333333333,0,10.75
688,"Jun 17, 2021",AOMR,Angel Oak Mortgage,19.00,23.265212399540758,25502997,6463929782.578601,1490704,745,USD,268.551,2021-06-24,17.75,-1,0.7629416699565732,0,4.265212399540758
689,"Jun 17, 2021",TRON,Corner Growth Acquisition 2,10.00,18.90,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,268.551,2021-06-24,23.953031001000927,0.5907954770386102,1.2673561376190967,1,8.899999999999999
690,"Jun 17, 2021",LYEL,Lyell Immunopharma,17.00,21.00,242829956,5099429076,4397335,190,USD,268.551,2021-06-24,16,-2.9,0.7619047619047619,0,4.0
691,"Jun 18, 2021",ATAI,ATAI Life Sciences,15.00,13.08,152569776,1995612670.08,8810493,35,USD,268.551,2021-06-25,16.94,-4.06,1.295107033639144,1,1.92
692,"Jun 18, 2021",FEMY,Femasys,13.00,16.50,11761551,194065591.5,1252224,26,USD,268.551,2021-06-25,8.55,-4.53,0.5181818181818182,0,3.5
693,"Jun 18, 2021",CYT,Cyteir Therapeutics,18.00,10.84,34466582,373728234.091527,1661012,31,USD,268.551,2021-06-25,21.03,4.53,1.940036900369004,1,7.16
694,"Jun 18, 2021",TRMR,Tremor International,19.00,18.28,136190262,2489557989.36,649907.774193548,3279.859413202934,USD,268.551,2021-06-25,9.57377231712,-1.26943325782,0.5237293390109409,0,0.7199999999999989
695,"Jun 18, 2021",RERE,AiHuiShou International Co.,14.00,23.265212399540758,222634836,6463929782.578601,5826237,2281,CNY,268.551,2021-06-25,14.17,-4.11,0.6090638570864587,0,9.265212399540758
696,"Jun 18, 2021",JUGG,JAWS Juggernaut Acquisition,10.00,23.265212399540758,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,268.551,2021-06-25,23.953031001000927,0.5907954770386102,1.0295642519676178,1,13.265212399540758
697,"Jun 18, 2021",AMAM,Ambrx Biopharma,18.00,20.00,186941870.98237368,6463929782.578601,8826445.560271332,3279.859413202934,NA,268.551,2021-06-25,23.953031001000927,0.5907954770386102,1.1976515500500464,1,2.0
698,"Jun 18, 2021",DNAY,Codex DNA,16.00,19.50,28228934,550464213,3906822,108,USD,268.551,2021-06-25,17.76,-2.24,0.9107692307692309,0,3.5
